curso_ofertado_id,nombre_seccion,codigo_curso,semestre,creditos,tipo_curso,profesor_id,profesor_popularidad,alumnos_previos,variacion_matricula,num_prerrequisitos,tasa_aprobacion,franja_horaria,alumnos_elegibles,cupo_maximo,alumnos_matriculados
1723,IP101-2022-1-M,IP101,2022-1,1,E,33,0.68,21,0.048,0,0.8,1,511,30,22
1659,TLN01-2022-1-M,TLN01,2022-1,5,O,26,0.7,36,-0.639,1,0.8,2,153,30,13
1678,TLN02-2022-1-M,TLN02,2022-1,4,O,21,0.68,4,6.5,1,0.87,2,107,30,30
1725,TLN04-2022-1-M,TLN04,2022-1,3,E,,0.75,23,0.435,0,0.88,1,511,30,33
1726,TLN05-2022-1-M,TLN05,2022-1,3,E,77,0.69,30,-0.3,0,0.9,3,511,30,21
1727,TLN06-2022-1-M,TLN06,2022-1,3,E,60,0.73,22,0.045,0,0.93,3,511,30,23
1728,TLN07-2022-1-M,TLN07,2022-1,3,E,14,0.71,28,-0.214,0,0.89,2,511,30,22
1661,TLR01-2022-1-M,TLR01,2022-1,4,O,24,0.73,33,-0.788,1,0.9,1,153,30,7
1679,TLR02-2022-1-M,TLR02,2022-1,4,O,35,0.72,8,2.875,1,0.86,2,107,30,31
1687,TLR03-2022-1-M,TLR03,2022-1,3,O,48,0.7,24,-0.708,1,0.87,2,99,30,7
1705,TLR04-2022-1-M,TLR04,2022-1,3,O,62,0.7,21,0.048,1,0.85,2,59,30,22
1707,TLR05-2022-1-M,TLR05,2022-1,3,O,89,0.67,22,0.227,1,0.79,2,59,30,27
1729,TLR06-2022-1-M,TLR06,2022-1,4,E,42,0.69,21,0.524,0,0.63,3,511,30,32
1392,BEF01-2022-2-M,BEF01,2022-2,2,O,,0.75,47,-0.66,0,0.8,2,297,30,16
1367,BEG01-2022-2-M,BEG01,2022-2,3,O,,0.75,9,1.111,0,0.93,2,387,30,19
1476,BEG06-2022-2-Q,BEG06,2022-2,3,O,82,0.71,7,3.857,1,0.91,2,99,30,34
1304,BFI01-2022-2-S,BFI01,2022-2,5,O,40,0.72,42,-0.357,0,0.87,1,511,30,27
1372,BFI03-2022-2-N,BFI03,2022-2,5,O,91,0.67,16,0.562,2,0.88,2,387,30,25
1335,BFI05-2022-2-O,BFI05,2022-2,4,O,4,0.68,27,0.259,1,0.93,1,454,30,34
1306,BIC01-2022-2-M,BIC01,2022-2,2,O,76,0.7,39,-0.282,0,0.9,2,511,30,28
1316,BMA01-2022-2-R,BMA01,2022-2,5,O,19,0.69,40,-0.175,0,0.86,1,511,30,33
1339,BMA02-2022-2-O,BMA02,2022-2,5,O,80,0.64,28,0.464,1,0.77,1,454,30,41
1319,BMA03-2022-2-N,BMA03,2022-2,4,O,28,0.67,41,-0.22,0,0.82,1,511,30,32
1375,BMA05-2022-2-M,BMA05,2022-2,5,O,15,0.73,15,0.467,1,0.93,2,387,30,22
1400,BMA07-2022-2-Q,BMA07,2022-2,4,O,85,0.66,49,-0.673,1,0.8,2,297,30,16
1345,BMA09-2022-2-P,BMA09,2022-2,3,O,55,0.7,32,0.062,1,0.87,1,454,30,34
1379,BMA10-2022-2-M,BMA10,2022-2,3,O,29,0.71,12,0.667,2,0.92,2,387,30,20
1387,BMA15-2022-2-R,BMA15,2022-2,3,O,46,0.69,13,0.538,1,0.86,3,387,30,20
1404,BMA18-2022-2-P,BMA18,2022-2,3,O,41,0.67,44,-0.545,2,0.8,2,297,30,20
1420,BMA20-2022-2-P,BMA20,2022-2,3,E,38,0.71,16,0.438,1,0.88,2,511,30,23
1423,BMA22-2022-2-O,BMA22,2022-2,4,O,50,0.75,9,1.556,2,0.86,1,153,30,23
1499,BMT01-2022-2-M,BMT01,2022-2,2,E,33,0.68,24,-0.25,0,0.89,2,511,30,18
1352,BQU01-2022-2-M,BQU01,2022-2,5,O,74,0.72,27,0.259,0,0.88,1,454,30,34
1357,BRC01-2022-2-M,BRC01,2022-2,2,O,44,0.68,29,0.172,0,0.88,2,454,30,34
1327,BRN01-2022-2-N,BRN01,2022-2,3,O,5,0.68,43,-0.279,0,0.87,1,511,30,31
1425,CBG01-2022-2-N,CBG01,2022-2,4,E,21,0.68,24,0.0,0,0.9,3,511,30,24
1363,CBN01-2022-2-O,CBN01,2022-2,4,O,,0.75,42,-0.69,1,0.85,3,297,30,13
1446,CBN03-2022-2-M,CBN03,2022-2,4,E,83,0.69,22,0.0,0,0.87,3,511,30,22
1464,CBN06-2022-2-M,CBN06,2022-2,4,E,56,0.67,22,0.182,0,0.87,2,511,30,26
1332,CBS01-2022-2-Q,CBS01,2022-2,3,O,83,0.69,40,-0.25,0,0.87,2,511,30,30
1366,CBS02-2022-2-N,CBS02,2022-2,3,O,70,0.69,30,0.067,2,0.86,2,454,30,32
1405,CBS03-2022-2-M,CBS03,2022-2,4,E,83,0.69,22,0.455,0,0.84,1,511,30,32
1427,CBS05-2022-2-N,CBS05,2022-2,4,O,12,0.67,7,3.429,1,0.86,1,153,30,31
1449,CIB02-2022-2-O,CIB02,2022-2,3,E,86,0.72,25,-0.24,1,0.88,1,511,30,19
1485,CIB45-2022-2-N,CIB45,2022-2,4,O,73,0.7,28,-0.714,1,0.79,2,59,30,8
1492,CIB46-2022-2-M,CIB46,2022-2,4,O,48,0.7,18,0.056,1,0.82,3,26,30,19
1390,EE306-2022-2-O,EE306,2022-2,3,O,18,0.61,18,0.444,1,0.73,3,387,30,26
1409,EE320-2022-2-O,EE320,2022-2,5,O,72,0.7,35,-0.486,2,0.85,2,297,30,18
1413,EE410-2022-2-N,EE410,2022-2,4,O,75,0.69,36,-0.389,1,0.86,2,297,30,22
1435,EE428-2022-2-T,EE428,2022-2,1,O,1,0.65,7,2.0,1,0.86,2,153,10,21
1436,EE430-2022-2-M,EE430,2022-2,4,O,,0.75,31,-0.645,1,0.87,3,107,30,11
1452,EE458-2022-2-O,EE458,2022-2,1,O,34,0.7,32,-0.625,1,0.85,2,107,10,12
1477,EE468-2022-2-M,EE468,2022-2,4,E,32,0.69,30,-0.133,0,0.89,2,511,30,26
1478,EE498-2022-2-M,EE498,2022-2,1,O,34,0.7,6,2.667,1,0.92,3,99,10,22
1501,EE508-2022-2-M,EE508,2022-2,3,E,48,0.7,21,0.524,0,0.88,3,511,30,32
1439,EE522-2022-2-M,EE522,2022-2,4,O,25,0.71,4,6.5,2,0.87,2,153,30,30
1465,EE530-2022-2-M,EE530,2022-2,4,O,,0.75,9,1.889,1,0.72,2,99,10,26
1456,EE588-2022-2-N,EE588,2022-2,4,O,13,0.61,35,-0.686,1,0.8,2,107,30,11
1470,EE590-2022-2-N,EE590,2022-2,4,O,11,0.72,5,3.4,2,0.87,2,99,10,22
1483,EE592-2022-2-N,EE592,2022-2,4,O,49,0.7,6,4.0,1,0.87,3,99,30,30
1502,EE593-2022-2-M,EE593,2022-2,4,E,49,0.7,28,-0.143,0,0.85,3,511,30,24
1503,EE596-2022-2-M,EE596,2022-2,3,E,88,0.72,27,-0.333,0,0.9,3,511,30,18
1504,EE598-2022-2-M,EE598,2022-2,3,E,36,0.7,19,0.158,0,0.91,3,511,30,22
1458,EE604-2022-2-M,EE604,2022-2,3,O,10,0.69,35,-0.743,1,0.87,2,107,30,9
1506,EE658-2022-2-N,EE658,2022-2,3,E,2,0.74,23,-0.13,0,0.92,2,511,30,20
1497,EE712-2022-2-M,EE712,2022-2,3,O,24,0.73,15,0.4,1,0.84,3,26,30,21
1507,IP101-2022-2-M,IP101,2022-2,1,E,33,0.68,22,0.091,0,0.75,1,511,30,24
1444,TLN01-2022-2-N,TLN01,2022-2,5,O,7,0.69,13,1.0,1,0.82,2,153,30,26
1462,TLN02-2022-2-M,TLN02,2022-2,4,O,21,0.68,30,-0.567,1,0.86,2,107,30,13
1509,TLN04-2022-2-M,TLN04,2022-2,3,E,,0.75,33,-0.303,0,0.85,1,511,30,23
1510,TLN05-2022-2-M,TLN05,2022-2,3,E,77,0.69,21,-0.095,0,0.89,3,511,30,19
1511,TLN06-2022-2-M,TLN06,2022-2,3,E,60,0.73,23,-0.174,0,0.91,3,511,30,19
1512,TLN07-2022-2-M,TLN07,2022-2,3,E,14,0.71,22,-0.045,0,0.91,2,511,30,21
1445,TLR01-2022-2-M,TLR01,2022-2,4,O,24,0.73,7,2.286,1,0.91,1,153,30,23
1463,TLR02-2022-2-M,TLR02,2022-2,4,O,35,0.72,31,-0.774,1,0.9,2,107,30,7
1471,TLR03-2022-2-M,TLR03,2022-2,3,O,48,0.7,7,3.571,1,0.87,2,99,30,32
1489,TLR04-2022-2-M,TLR04,2022-2,3,O,62,0.7,22,-0.727,1,0.88,2,59,30,6
1491,TLR05-2022-2-M,TLR05,2022-2,3,O,89,0.67,27,-0.667,1,0.8,2,59,30,9
1513,TLR06-2022-2-M,TLR06,2022-2,4,E,42,0.69,32,-0.25,0,0.72,3,511,30,24
1179,BEF01-2023-1-P,BEF01,2023-1,2,O,14,0.71,16,-0.312,0,0.8,1,297,30,11
1152,BEG01-2023-1-N,BEG01,2023-1,3,O,51,0.71,19,0.316,0,0.92,2,387,30,25
1259,BEG06-2023-1-P,BEG06,2023-1,3,O,24,0.73,34,-0.5,1,0.89,3,99,30,17
1086,BFI01-2023-1-Q,BFI01,2023-1,5,O,20,0.67,27,0.37,0,0.88,1,511,30,37
1158,BFI03-2023-1-P,BFI03,2023-1,5,O,3,0.7,25,0.08,2,0.86,1,387,30,27
1117,BFI05-2023-1-M,BFI05,2023-1,4,O,45,0.69,34,-0.029,1,0.92,1,454,30,33
1092,BIC01-2023-1-O,BIC01,2023-1,2,O,76,0.7,28,0.536,0,0.88,1,511,30,43
1095,BMA01-2023-1-M,BMA01,2023-1,5,O,28,0.67,33,0.303,0,0.84,1,511,30,43
1124,BMA02-2023-1-P,BMA02,2023-1,5,O,90,0.69,41,-0.098,1,0.78,1,454,30,37
1103,BMA03-2023-1-N,BMA03,2023-1,4,O,28,0.67,32,0.281,0,0.82,1,511,30,41
1159,BMA05-2023-1-M,BMA05,2023-1,5,O,15,0.73,22,0.182,1,0.91,2,387,30,26
1183,BMA07-2023-1-P,BMA07,2023-1,4,O,75,0.69,16,-0.312,1,0.81,2,297,30,11
1132,BMA09-2023-1-S,BMA09,2023-1,3,O,37,0.72,34,0.029,1,0.86,2,454,30,35
1166,BMA10-2023-1-P,BMA10,2023-1,3,O,47,0.71,20,0.15,2,0.92,2,387,30,23
1171,BMA15-2023-1-R,BMA15,2023-1,3,O,46,0.69,20,0.2,1,0.86,3,387,30,24
1186,BMA18-2023-1-N,BMA18,2023-1,3,O,43,0.61,20,-0.4,2,0.81,2,297,30,12
1204,BMA20-2023-1-P,BMA20,2023-1,3,E,38,0.71,23,0.043,1,0.88,2,511,30,24
1206,BMA22-2023-1-N,BMA22,2023-1,4,O,47,0.71,23,-0.13,2,0.88,1,153,30,20
1283,BMT01-2023-1-M,BMT01,2023-1,2,E,33,0.68,18,0.222,0,0.9,2,511,30,22
1137,BQU01-2023-1-N,BQU01,2023-1,5,O,53,0.71,34,0.0,0,0.87,1,454,30,34
1143,BRC01-2023-1-O,BRC01,2023-1,2,O,44,0.68,34,0.0,0,0.87,2,454,30,34
1110,BRN01-2023-1-M,BRN01,2023-1,3,O,5,0.68,31,0.226,0,0.88,1,511,30,38
1209,CBG01-2023-1-N,CBG01,2023-1,4,E,21,0.68,24,-0.042,0,0.88,3,511,30,23
1147,CBN01-2023-1-O,CBN01,2023-1,4,O,,0.75,13,-0.077,1,0.85,3,297,30,12
1230,CBN03-2023-1-M,CBN03,2023-1,4,E,83,0.69,22,-0.045,0,0.89,3,511,30,21
1248,CBN06-2023-1-M,CBN06,2023-1,4,E,56,0.67,26,0.0,0,0.86,2,511,30,26
1114,CBS01-2023-1-O,CBS01,2023-1,3,O,31,0.69,30,0.333,0,0.87,2,511,30,40
1150,CBS02-2023-1-N,CBS02,2023-1,3,O,70,0.69,32,0.156,2,0.83,2,454,30,37
1189,CBS03-2023-1-M,CBS03,2023-1,4,E,83,0.69,32,-0.438,0,0.86,1,511,30,18
1210,CBS05-2023-1-M,CBS05,2023-1,4,O,12,0.67,31,-0.452,1,0.84,1,153,30,17
1232,CIB02-2023-1-N,CIB02,2023-1,3,E,86,0.72,19,0.368,1,0.87,3,511,30,26
1271,CIB45-2023-1-Q,CIB45,2023-1,4,O,36,0.7,8,1.875,1,0.8,3,59,30,23
1279,CIB46-2023-1-P,CIB46,2023-1,4,O,88,0.72,19,-0.632,1,0.82,3,26,30,7
1172,EE306-2023-1-M,EE306,2023-1,3,O,18,0.61,26,0.077,1,0.75,3,387,30,28
1195,EE320-2023-1-Q,EE320,2023-1,5,O,30,0.57,18,-0.222,2,0.88,2,297,30,14
1197,EE410-2023-1-N,EE410,2023-1,4,O,75,0.69,22,-0.545,1,0.89,2,297,30,10
1213,EE428-2023-1-N,EE428,2023-1,1,O,62,0.7,21,-0.381,1,0.85,2,153,10,13
1222,EE430-2023-1-O,EE430,2023-1,4,O,62,0.7,11,0.545,1,0.87,3,107,30,17
1236,EE458-2023-1-O,EE458,2023-1,1,O,34,0.7,12,0.667,1,0.85,2,107,10,20
1261,EE468-2023-1-M,EE468,2023-1,4,E,32,0.69,26,-0.077,0,0.85,2,511,30,24
1264,EE498-2023-1-O,EE498,2023-1,1,O,34,0.7,22,-0.318,1,0.91,2,99,10,15
1285,EE508-2023-1-M,EE508,2023-1,3,E,48,0.7,32,-0.562,0,0.9,3,511,30,14
1224,EE522-2023-1-N,EE522,2023-1,4,O,25,0.71,30,-0.4,2,0.87,2,153,30,18
1250,EE530-2023-1-N,EE530,2023-1,4,O,,0.75,26,-0.5,1,0.74,2,99,10,13
1240,EE588-2023-1-N,EE588,2023-1,4,O,13,0.61,11,1.182,1,0.81,2,107,30,24
1253,EE590-2023-1-M,EE590,2023-1,4,O,11,0.72,22,-0.455,2,0.89,1,99,30,12
1267,EE592-2023-1-N,EE592,2023-1,4,O,49,0.7,30,-0.4,1,0.86,3,99,30,18
1286,EE593-2023-1-M,EE593,2023-1,4,E,49,0.7,24,-0.208,0,0.86,3,511,30,19
1287,EE596-2023-1-M,EE596,2023-1,3,E,88,0.72,18,0.167,0,0.91,3,511,30,21
1288,EE598-2023-1-M,EE598,2023-1,3,E,36,0.7,22,-0.136,0,0.91,3,511,30,19
1245,EE604-2023-1-P,EE604,2023-1,3,O,58,0.69,9,1.0,1,0.88,1,107,30,18
1290,EE658-2023-1-N,EE658,2023-1,3,E,2,0.74,20,0.0,0,0.91,2,511,30,20
1281,EE712-2023-1-M,EE712,2023-1,3,O,24,0.73,21,-0.619,1,0.88,3,26,30,8
1291,IP101-2023-1-M,IP101,2023-1,1,E,33,0.68,24,0.083,0,0.77,1,511,30,26
1228,TLN01-2023-1-N,TLN01,2023-1,5,O,7,0.69,26,-0.385,1,0.85,2,153,30,16
1246,TLN02-2023-1-M,TLN02,2023-1,4,O,21,0.68,13,1.077,1,0.83,2,107,30,27
1293,TLN04-2023-1-M,TLN04,2023-1,3,E,,0.75,23,-0.261,0,0.84,1,511,30,17
1294,TLN05-2023-1-M,TLN05,2023-1,3,E,77,0.69,19,0.526,0,0.89,3,511,30,29
1295,TLN06-2023-1-M,TLN06,2023-1,3,E,60,0.73,19,0.263,0,0.91,3,511,30,24
1296,TLN07-2023-1-M,TLN07,2023-1,3,E,14,0.71,21,0.095,0,0.92,2,511,30,23
1229,TLR01-2023-1-M,TLR01,2023-1,4,O,24,0.73,23,-0.348,1,0.9,1,153,30,15
1247,TLR02-2023-1-M,TLR02,2023-1,4,O,35,0.72,7,1.857,1,0.9,2,107,30,20
1255,TLR03-2023-1-M,TLR03,2023-1,3,O,48,0.7,32,-0.531,1,0.86,2,99,30,15
1274,TLR04-2023-1-N,TLR04,2023-1,3,O,42,0.69,6,2.0,1,0.88,3,59,30,18
1275,TLR05-2023-1-M,TLR05,2023-1,3,O,89,0.67,9,1.444,1,0.8,2,59,30,22
1297,TLR06-2023-1-M,TLR06,2023-1,4,E,42,0.69,24,-0.458,0,0.78,3,511,30,13
960,BEF01-2023-2-M,BEF01,2023-2,2,O,,0.75,11,1.455,0,0.8,2,297,30,27
938,BEG01-2023-2-P,BEG01,2023-2,3,O,63,0.69,25,0.28,0,0.93,2,387,30,32
1041,BEG06-2023-2-N,BEG06,2023-2,3,O,81,0.71,17,0.353,1,0.88,3,99,30,23
868,BFI01-2023-2-O,BFI01,2023-2,5,O,16,0.65,37,-0.243,0,0.89,1,511,30,28
942,BFI03-2023-2-P,BFI03,2023-2,5,O,3,0.7,27,0.185,2,0.88,1,387,30,32
904,BFI05-2023-2-P,BFI05,2023-2,4,O,17,0.71,33,-0.061,1,0.92,1,454,30,31
875,BIC01-2023-2-N,BIC01,2023-2,2,O,76,0.7,43,-0.279,0,0.87,1,511,30,31
883,BMA01-2023-2-Q,BMA01,2023-2,5,O,79,0.64,43,-0.256,0,0.84,1,511,30,32
905,BMA02-2023-2-M,BMA02,2023-2,5,O,61,0.67,37,-0.108,1,0.79,1,454,30,33
886,BMA03-2023-2-M,BMA03,2023-2,4,O,80,0.64,41,-0.268,0,0.83,1,511,30,30
944,BMA05-2023-2-N,BMA05,2023-2,5,O,90,0.69,26,0.308,1,0.91,2,387,30,34
968,BMA07-2023-2-Q,BMA07,2023-2,4,O,85,0.66,11,1.455,1,0.81,2,297,30,27
916,BMA09-2023-2-S,BMA09,2023-2,3,O,37,0.72,35,-0.143,1,0.88,2,454,30,30
951,BMA10-2023-2-Q,BMA10,2023-2,3,O,29,0.71,23,0.391,2,0.93,1,387,30,32
954,BMA15-2023-2-Q,BMA15,2023-2,3,O,46,0.69,24,0.458,1,0.86,3,387,30,35
969,BMA18-2023-2-M,BMA18,2023-2,3,O,55,0.7,12,1.25,2,0.81,2,297,30,27
987,BMA20-2023-2-O,BMA20,2023-2,3,E,38,0.71,24,-0.042,1,0.87,3,511,30,23
989,BMA22-2023-2-M,BMA22,2023-2,4,O,47,0.71,20,-0.75,2,0.89,1,153,30,5
1067,BMT01-2023-2-M,BMT01,2023-2,2,E,33,0.68,22,-0.182,0,0.9,2,511,30,18
923,BQU01-2023-2-P,BQU01,2023-2,5,O,53,0.71,34,-0.088,0,0.88,1,454,30,31
927,BRC01-2023-2-O,BRC01,2023-2,2,O,44,0.68,34,0.059,0,0.85,2,454,30,36
897,BRN01-2023-2-P,BRN01,2023-2,3,O,5,0.68,38,-0.079,0,0.85,1,511,30,35
992,CBG01-2023-2-M,CBG01,2023-2,4,E,21,0.68,23,-0.043,0,0.89,3,511,30,22
930,CBN01-2023-2-N,CBN01,2023-2,4,O,7,0.69,12,1.167,1,0.86,1,297,30,26
1014,CBN03-2023-2-M,CBN03,2023-2,4,E,83,0.69,21,-0.143,0,0.88,3,511,30,18
1032,CBN06-2023-2-M,CBN06,2023-2,4,E,56,0.67,26,-0.346,0,0.87,2,511,30,17
898,CBS01-2023-2-O,CBS01,2023-2,3,O,31,0.69,40,-0.3,0,0.88,2,511,30,28
934,CBS02-2023-2-N,CBS02,2023-2,3,O,70,0.69,37,-0.054,2,0.83,2,454,30,35
973,CBS03-2023-2-M,CBS03,2023-2,4,E,83,0.69,18,0.222,0,0.85,1,511,30,22
994,CBS05-2023-2-M,CBS05,2023-2,4,O,12,0.67,17,-0.706,1,0.85,1,153,30,5
1017,CIB02-2023-2-O,CIB02,2023-2,3,E,86,0.72,26,-0.385,1,0.89,1,511,30,16
1055,CIB45-2023-2-Q,CIB45,2023-2,4,O,36,0.7,23,-0.304,1,0.81,3,59,30,16
1064,CIB46-2023-2-Q,CIB46,2023-2,4,O,36,0.7,7,1.571,1,0.83,2,26,30,18
956,EE306-2023-2-M,EE306,2023-2,3,O,18,0.61,28,0.393,1,0.76,3,387,30,39
977,EE320-2023-2-O,EE320,2023-2,5,O,72,0.7,14,1.071,2,0.86,2,297,30,29
983,EE410-2023-2-P,EE410,2023-2,4,O,6,0.6,10,1.6,1,0.89,2,297,30,26
997,EE428-2023-2-N,EE428,2023-2,1,O,62,0.7,13,-0.231,1,0.83,2,153,10,10
1005,EE430-2023-2-N,EE430,2023-2,4,O,35,0.72,17,0.471,1,0.86,3,107,30,25
1020,EE458-2023-2-O,EE458,2023-2,1,O,34,0.7,20,-0.15,1,0.86,2,107,10,17
1045,EE468-2023-2-M,EE468,2023-2,4,E,32,0.69,24,-0.167,0,0.86,2,511,30,20
1046,EE498-2023-2-M,EE498,2023-2,1,O,34,0.7,15,0.0,1,0.92,3,99,10,15
1069,EE508-2023-2-M,EE508,2023-2,3,E,48,0.7,14,-0.143,0,0.9,3,511,30,12
1010,EE522-2023-2-P,EE522,2023-2,4,O,25,0.71,18,-0.611,2,0.87,2,153,30,7
1033,EE530-2023-2-M,EE530,2023-2,4,O,,0.75,13,0.308,1,0.74,2,99,10,17
1024,EE588-2023-2-N,EE588,2023-2,4,O,13,0.61,24,0.125,1,0.79,2,107,30,27
1038,EE590-2023-2-N,EE590,2023-2,4,O,11,0.72,12,0.0,2,0.9,2,99,10,12
1050,EE592-2023-2-M,EE592,2023-2,4,O,49,0.7,18,-0.167,1,0.86,2,99,30,15
1070,EE593-2023-2-M,EE593,2023-2,4,E,49,0.7,19,-0.105,0,0.86,3,511,30,17
1071,EE596-2023-2-M,EE596,2023-2,3,E,88,0.72,21,-0.095,0,0.9,3,511,30,19
1072,EE598-2023-2-M,EE598,2023-2,3,E,36,0.7,19,-0.211,0,0.9,3,511,30,15
1029,EE604-2023-2-P,EE604,2023-2,3,O,58,0.69,18,-0.111,1,0.88,1,107,30,16
1074,EE658-2023-2-N,EE658,2023-2,3,E,2,0.74,20,-0.3,0,0.91,2,511,30,14
1066,EE712-2023-2-N,EE712,2023-2,3,O,57,0.66,8,0.875,1,0.89,3,26,30,15
1075,IP101-2023-2-M,IP101,2023-2,1,E,33,0.68,26,-0.231,0,0.81,1,511,30,20
1011,TLN01-2023-2-M,TLN01,2023-2,5,O,26,0.7,16,-0.625,1,0.86,2,153,30,6
1030,TLN02-2023-2-M,TLN02,2023-2,4,O,21,0.68,27,-0.296,1,0.82,2,107,30,19
1077,TLN04-2023-2-M,TLN04,2023-2,3,E,,0.75,17,-0.294,0,0.84,1,511,30,12
1078,TLN05-2023-2-M,TLN05,2023-2,3,E,77,0.69,29,-0.379,0,0.88,3,511,30,18
1079,TLN06-2023-2-M,TLN06,2023-2,3,E,60,0.73,24,-0.5,0,0.9,3,511,30,12
1080,TLN07-2023-2-M,TLN07,2023-2,3,E,14,0.71,23,-0.348,0,0.92,2,511,30,15
1013,TLR01-2023-2-M,TLR01,2023-2,4,O,24,0.73,15,-0.4,1,0.91,1,153,30,9
1031,TLR02-2023-2-M,TLR02,2023-2,4,O,35,0.72,20,-0.05,1,0.86,2,107,30,19
1039,TLR03-2023-2-M,TLR03,2023-2,3,O,48,0.7,15,-0.2,1,0.87,2,99,30,12
1058,TLR04-2023-2-N,TLR04,2023-2,3,O,42,0.69,18,-0.278,1,0.89,3,59,30,13
1059,TLR05-2023-2-M,TLR05,2023-2,3,O,89,0.67,22,-0.455,1,0.83,2,59,30,12
1081,TLR06-2023-2-M,TLR06,2023-2,4,E,42,0.69,13,1.0,0,0.8,3,511,30,26
746,BEF01-2024-1-O,BEF01,2024-1,2,O,14,0.71,27,0.222,0,0.79,2,297,30,33
720,BEG01-2024-1-N,BEG01,2024-1,3,O,51,0.71,32,0.156,0,0.93,2,387,30,37
828,BEG06-2024-1-Q,BEG06,2024-1,3,O,82,0.71,23,-0.043,1,0.89,2,99,30,22
652,BFI01-2024-1-O,BFI01,2024-1,5,O,16,0.65,28,0.429,0,0.88,1,511,30,40
726,BFI03-2024-1-P,BFI03,2024-1,5,O,3,0.7,32,0.219,2,0.88,1,387,30,39
687,BFI05-2024-1-O,BFI05,2024-1,4,O,4,0.68,31,0.29,1,0.91,1,454,30,40
660,BIC01-2024-1-O,BIC01,2024-1,2,O,76,0.7,31,0.323,0,0.87,1,511,30,41
663,BMA01-2024-1-M,BMA01,2024-1,5,O,28,0.67,32,0.312,0,0.83,1,511,30,42
689,BMA02-2024-1-M,BMA02,2024-1,5,O,61,0.67,33,0.242,1,0.8,1,454,30,41
672,BMA03-2024-1-O,BMA03,2024-1,4,O,,0.75,30,0.4,0,0.82,1,511,30,42
729,BMA05-2024-1-O,BMA05,2024-1,5,O,23,0.69,34,0.088,1,0.91,2,387,30,37
752,BMA07-2024-1-Q,BMA07,2024-1,4,O,85,0.66,27,-0.074,1,0.83,2,297,30,25
697,BMA09-2024-1-P,BMA09,2024-1,3,O,55,0.7,30,0.233,1,0.89,1,454,30,37
735,BMA10-2024-1-Q,BMA10,2024-1,3,O,29,0.71,32,0.219,2,0.92,1,387,30,39
737,BMA15-2024-1-P,BMA15,2024-1,3,O,46,0.69,35,0.143,1,0.86,3,387,30,40
755,BMA18-2024-1-O,BMA18,2024-1,3,O,55,0.7,27,0.111,2,0.82,2,297,30,30
772,BMA20-2024-1-P,BMA20,2024-1,3,E,38,0.71,23,-0.391,1,0.88,2,511,30,14
773,BMA22-2024-1-M,BMA22,2024-1,4,O,47,0.71,5,-0.8,2,0.9,1,153,30,1
851,BMT01-2024-1-M,BMT01,2024-1,2,E,33,0.68,18,0.056,0,0.9,2,511,30,19
707,BQU01-2024-1-P,BQU01,2024-1,5,O,53,0.71,31,0.161,0,0.89,1,454,30,36
711,BRC01-2024-1-O,BRC01,2024-1,2,O,44,0.68,36,0.111,0,0.85,2,454,30,40
681,BRN01-2024-1-P,BRN01,2024-1,3,O,5,0.68,35,0.143,0,0.85,1,511,30,40
776,CBG01-2024-1-M,CBG01,2024-1,4,E,21,0.68,22,-0.273,0,0.87,3,511,30,16
714,CBN01-2024-1-N,CBN01,2024-1,4,O,7,0.69,26,0.038,1,0.87,1,297,30,27
798,CBN03-2024-1-M,CBN03,2024-1,4,E,83,0.69,18,-0.167,0,0.89,3,511,30,15
816,CBN06-2024-1-M,CBN06,2024-1,4,E,56,0.67,17,-0.235,0,0.86,2,511,30,13
684,CBS01-2024-1-Q,CBS01,2024-1,3,O,83,0.69,28,0.464,0,0.87,2,511,30,41
717,CBS02-2024-1-M,CBS02,2024-1,3,O,70,0.69,35,0.086,2,0.84,1,454,30,38
758,CBS03-2024-1-N,CBS03,2024-1,4,E,46,0.69,22,-0.182,0,0.85,3,511,30,18
779,CBS05-2024-1-N,CBS05,2024-1,4,O,12,0.67,5,-0.8,1,0.85,1,153,30,1
800,CIB02-2024-1-N,CIB02,2024-1,3,E,86,0.72,16,-0.062,1,0.9,3,511,30,15
837,CIB45-2024-1-N,CIB45,2024-1,4,O,73,0.7,16,-0.062,1,0.82,2,59,30,15
847,CIB46-2024-1-P,CIB46,2024-1,4,O,88,0.72,18,-0.222,1,0.82,3,26,30,14
742,EE306-2024-1-O,EE306,2024-1,3,O,18,0.61,39,0.154,1,0.76,3,387,30,45
761,EE320-2024-1-O,EE320,2024-1,5,O,72,0.7,29,-0.034,2,0.86,2,297,30,28
765,EE410-2024-1-N,EE410,2024-1,4,O,75,0.69,26,0.231,1,0.86,2,297,30,32
787,EE428-2024-1-T,EE428,2024-1,1,O,1,0.65,10,-0.4,1,0.85,2,153,10,6
790,EE430-2024-1-O,EE430,2024-1,4,O,62,0.7,25,-0.72,1,0.89,3,107,30,7
806,EE458-2024-1-Q,EE458,2024-1,1,O,78,0.69,17,-0.353,1,0.85,1,107,10,11
829,EE468-2024-1-M,EE468,2024-1,4,E,32,0.69,20,-0.15,0,0.86,2,511,30,17
832,EE498-2024-1-O,EE498,2024-1,1,O,34,0.7,15,0.067,1,0.92,2,99,10,16
853,EE508-2024-1-M,EE508,2024-1,3,E,48,0.7,12,0.25,0,0.91,3,511,30,15
